Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
24710,11232,Vivek,CH24710,1/29/2026,Order Cancelled Issue,19,Resolved,No response,4,Yes,15
24711,11231,Venkat,CH24711,1/30/2026,Payment Failed,21,Resolved,No response,5,Yes,85
24712,11229,Sirisha,CH24712,1/16/2026,Whole Package Missing,8,Resolved,No response,5,Yes,79
24713,11228,Muskan,CH24713,1/27/2026,Stuck in Shipment,24,Transfer,Not sent,3,No,0
24714,11230,Pawan,CH24714,1/19/2026,Order Cancelled Issue,13,Transfer,Not sent,4,No,0
24715,11223,Neha,CH24715,1/13/2026,Refund Not Received,11,Resolved,Yes,4,Yes,52
24716,11239,Sameer,CH24716,1/15/2026,Stuck in Shipment,7,Parked,Not sent,4,No,0
24717,11226,Akash,CH24717,1/25/2026,Payment Failed,5,Transfer,Not sent,3,No,0
24718,11222,Amit,CH24718,1/3/2026,Delivered Not Received,6,Resolved,Yes,5,No,0
24719,11238,Shanti,CH24719,1/19/2026,Item Missing,6,Resolved,No response,4,Yes,31
24720,11235,Kunal,CH24720,1/17/2026,Account Locked,12,Resolved,No response,5,No,0
24721,11221,Anuj,CH24721,1/24/2026,Order Cancelled Issue,18,Transfer,Not sent,3,No,0
24722,11223,Neha,CH24722,1/24/2026,Stuck in Shipment,11,Parked,Not sent,2,No,0
24723,11226,Akash,CH24723,1/29/2026,Item Missing,19,Transfer,Not sent,3,No,0
24724,11236,Shakshi,CH24724,1/9/2026,Account Locked,14,Escalated,No response,2,No,0
24725,11227,Godavari,CH24725,1/25/2026,Order Cancelled Issue,6,Resolved,Yes,5,No,0
24726,11221,Anuj,CH24726,1/25/2026,Wrong Amount Charged,24,Resolved,Yes,4,Yes,46
24727,11234,Mohan,CH24727,1/22/2026,Stuck in Shipment,6,Resolved,No,5,Yes,29
24728,11225,Kareem,CH24728,1/26/2026,Refund Not Received,9,Resolved,No response,4,Yes,18
24729,11233,Naman,CH24729,1/8/2026,Refund Not Received,9,Parked,Not sent,3,No,0
24730,11239,Sameer,CH24730,1/4/2026,Whole Package Missing,9,Resolved,Yes,4,Yes,78
24731,11221,Anuj,CH24731,1/11/2026,Delivered Not Received,15,Transfer,Not sent,4,No,0
24732,11238,Shanti,CH24732,1/16/2026,Stuck in Shipment,24,Resolved,Yes,4,Yes,44
24733,11240,Santosh,CH24733,1/28/2026,Stuck in Shipment,17,Resolved,No response,4,Yes,39
24734,11221,Anuj,CH24734,1/20/2026,Refund Not Received,9,Resolved,No response,5,No,0
24735,11233,Naman,CH24735,1/5/2026,Unknown Charge,17,Resolved,No,5,Yes,83
24736,11223,Neha,CH24736,1/26/2026,Whole Package Missing,21,Parked,Not sent,3,No,0
24737,11238,Shanti,CH24737,1/28/2026,Order Cancelled Issue,22,Transfer,Not sent,3,No,0
24738,11240,Santosh,CH24738,1/12/2026,Wrong Amount Charged,7,Parked,Not sent,3,No,0
24739,11240,Santosh,CH24739,1/12/2026,Item Missing,19,Resolved,No response,5,Yes,50
24740,11227,Godavari,CH24740,1/2/2026,Wrong Amount Charged,13,Transfer,Not sent,2,No,0
24741,11228,Muskan,CH24741,1/5/2026,Refund Not Received,11,Resolved,Yes,5,No,0
24742,11222,Amit,CH24742,1/26/2026,Wrong Amount Charged,4,Parked,Not sent,4,No,0
24743,11230,Pawan,CH24743,1/28/2026,Wrong Amount Charged,13,Resolved,No response,4,Yes,78
24744,11233,Naman,CH24744,1/8/2026,Item Missing,12,Transfer,Not sent,3,No,0
24745,11232,Vivek,CH24745,1/18/2026,Delivered Not Received,25,Resolved,Yes,5,Yes,69
24746,11230,Pawan,CH24746,1/24/2026,Item Missing,16,Resolved,No,4,Yes,109
24747,11230,Pawan,CH24747,1/7/2026,Unknown Charge,18,Transfer,Not sent,2,No,0
24748,11239,Sameer,CH24748,1/22/2026,Stuck in Shipment,18,Resolved,Yes,4,Yes,96
24749,11223,Neha,CH24749,1/23/2026,Whole Package Missing,20,Resolved,Yes,4,Yes,36
24750,11229,Sirisha,CH24750,1/20/2026,Item Missing,4,Resolved,Yes,4,Yes,80
24751,11228,Muskan,CH24751,1/3/2026,Refund Not Received,4,Resolved,No,4,No,0
24752,11231,Venkat,CH24752,1/1/2026,Delivered Not Received,12,Transfer,Not sent,3,No,0
24753,11231,Venkat,CH24753,1/24/2026,Order Cancelled Issue,18,Transfer,Not sent,4,No,0
24754,11223,Neha,CH24754,1/13/2026,Unknown Charge,19,Resolved,Yes,5,Yes,26
24755,11226,Akash,CH24755,1/23/2026,Refund Not Received,21,Parked,Not sent,2,No,0
24756,11235,Kunal,CH24756,1/7/2026,Wrong Amount Charged,22,Resolved,No,5,Yes,46
24757,11239,Sameer,CH24757,1/19/2026,Unknown Charge,10,Transfer,Not sent,4,No,0
24758,11227,Godavari,CH24758,1/5/2026,Account Locked,13,Escalated,Yes,3,No,0
24759,11236,Shakshi,CH24759,1/9/2026,Account Locked,8,Resolved,Yes,4,Yes,84
24760,11233,Naman,CH24760,1/16/2026,Order Cancelled Issue,3,Parked,Not sent,4,No,0
24761,11225,Kareem,CH24761,1/20/2026,Refund Not Received,17,Resolved,Yes,4,No,0
24762,11235,Kunal,CH24762,1/13/2026,Stuck in Shipment,19,Parked,Not sent,2,No,0
24763,11228,Muskan,CH24763,1/24/2026,Account Locked,8,Escalated,No response,1,No,0
24764,11237,Sona,CH24764,1/3/2026,Stuck in Shipment,19,Resolved,No response,5,No,0
24765,11236,Shakshi,CH24765,1/24/2026,Payment Failed,11,Resolved,Yes,4,Yes,92
24766,11233,Naman,CH24766,1/18/2026,Unknown Charge,12,Resolved,No response,5,Yes,46
24767,11229,Sirisha,CH24767,1/4/2026,Unknown Charge,10,Resolved,Yes,4,No,0
24768,11231,Venkat,CH24768,1/13/2026,Payment Failed,3,Transfer,Not sent,2,No,0
24769,11239,Sameer,CH24769,1/4/2026,Unknown Charge,21,Resolved,No response,5,Yes,53
24770,11226,Akash,CH24770,1/25/2026,Refund Not Received,15,Resolved,Yes,4,Yes,79
24771,11236,Shakshi,CH24771,1/13/2026,Item Missing,20,Resolved,No,4,Yes,99
24772,11221,Anuj,CH24772,1/27/2026,Item Missing,12,Transfer,Not sent,4,No,0
24773,11233,Naman,CH24773,1/14/2026,Unknown Charge,4,Resolved,No response,5,Yes,100
24774,11239,Sameer,CH24774,1/15/2026,Account Locked,15,Resolved,Yes,5,Yes,76
24775,11232,Vivek,CH24775,1/27/2026,Wrong Amount Charged,25,Resolved,No,4,No,0
24776,11227,Godavari,CH24776,1/3/2026,Stuck in Shipment,17,Transfer,Not sent,2,No,0
24777,11231,Venkat,CH24777,1/16/2026,Account Locked,19,Transfer,Not sent,3,No,0
24778,11232,Vivek,CH24778,1/19/2026,Order Cancelled Issue,10,Resolved,Yes,4,No,0
24779,11240,Santosh,CH24779,1/28/2026,Order Cancelled Issue,24,Escalated,No response,2,No,0
24780,11225,Kareem,CH24780,1/21/2026,Wrong Amount Charged,7,Resolved,Yes,5,No,0
24781,11223,Neha,CH24781,1/10/2026,Account Locked,14,Resolved,No response,5,No,0
24782,11240,Santosh,CH24782,1/11/2026,Unknown Charge,4,Transfer,Not sent,2,No,0
24783,11240,Santosh,CH24783,1/29/2026,Unknown Charge,14,Resolved,No response,5,Yes,80
24784,11229,Sirisha,CH24784,1/22/2026,Payment Failed,24,Escalated,Yes,3,No,0
24785,11224,Jameel,CH24785,1/20/2026,Whole Package Missing,3,Resolved,Yes,5,Yes,28
24786,11239,Sameer,CH24786,1/21/2026,Order Cancelled Issue,19,Parked,Not sent,3,No,0
24787,11223,Neha,CH24787,1/8/2026,Payment Failed,10,Resolved,Yes,5,Yes,92
24788,11228,Muskan,CH24788,1/29/2026,Order Cancelled Issue,24,Resolved,No,5,Yes,24
24789,11226,Akash,CH24789,1/15/2026,Item Missing,19,Resolved,Yes,5,Yes,15
24790,11231,Venkat,CH24790,1/8/2026,Wrong Amount Charged,9,Transfer,Not sent,3,No,0
24791,11234,Mohan,CH24791,1/2/2026,Stuck in Shipment,9,Resolved,Yes,4,No,0
24792,11227,Godavari,CH24792,1/16/2026,Whole Package Missing,23,Resolved,No response,5,Yes,75
24793,11223,Neha,CH24793,1/2/2026,Wrong Amount Charged,12,Parked,Not sent,4,No,0
24794,11229,Sirisha,CH24794,1/5/2026,Payment Failed,13,Resolved,No,5,Yes,47
24795,11238,Shanti,CH24795,1/15/2026,Refund Not Received,6,Transfer,Not sent,2,No,0
24796,11239,Sameer,CH24796,1/24/2026,Unknown Charge,17,Escalated,No response,2,No,0
24797,11227,Godavari,CH24797,1/17/2026,Wrong Amount Charged,10,Resolved,Yes,4,No,0
24798,11221,Anuj,CH24798,1/9/2026,Account Locked,17,Resolved,No,4,Yes,12
24799,11228,Muskan,CH24799,1/14/2026,Stuck in Shipment,11,Resolved,No,4,Yes,41
24800,11221,Anuj,CH24800,1/17/2026,Item Missing,4,Parked,Not sent,2,No,0
24801,11235,Kunal,CH24801,1/1/2026,Refund Not Received,12,Resolved,No response,4,Yes,92
24802,11231,Venkat,CH24802,1/2/2026,Item Missing,6,Transfer,Not sent,3,No,0
24803,11222,Amit,CH24803,1/17/2026,Account Locked,5,Resolved,Yes,4,Yes,86
24804,11237,Sona,CH24804,1/7/2026,Wrong Amount Charged,18,Resolved,Yes,5,Yes,96
24805,11223,Neha,CH24805,1/7/2026,Account Locked,12,Resolved,No response,5,No,0
24806,11224,Jameel,CH24806,1/23/2026,Unknown Charge,3,Resolved,No response,4,No,0
24807,11229,Sirisha,CH24807,1/30/2026,Unknown Charge,20,Resolved,Yes,5,Yes,89
24808,11237,Sona,CH24808,1/29/2026,Payment Failed,8,Transfer,Not sent,2,No,0
24809,11233,Naman,CH24809,1/2/2026,Item Missing,4,Transfer,Not sent,4,No,0
24810,11228,Muskan,CH24810,1/22/2026,Unknown Charge,24,Resolved,No,4,No,0
24811,11230,Pawan,CH24811,1/4/2026,Refund Not Received,5,Transfer,Not sent,3,No,0
24812,11227,Godavari,CH24812,1/24/2026,Stuck in Shipment,9,Resolved,No response,5,Yes,50
24813,11240,Santosh,CH24813,1/8/2026,Whole Package Missing,9,Resolved,No response,5,Yes,29
24814,11227,Godavari,CH24814,1/27/2026,Refund Not Received,4,Resolved,No response,5,Yes,86
24815,11237,Sona,CH24815,1/7/2026,Refund Not Received,16,Resolved,No response,5,No,0
24816,11226,Akash,CH24816,1/10/2026,Item Missing,12,Resolved,No,5,Yes,15
24817,11224,Jameel,CH24817,1/29/2026,Account Locked,3,Transfer,Not sent,2,No,0
24818,11228,Muskan,CH24818,1/29/2026,Item Missing,8,Resolved,No response,4,Yes,79
24819,11232,Vivek,CH24819,1/18/2026,Unknown Charge,18,Parked,Not sent,3,No,0
24820,11228,Muskan,CH24820,1/20/2026,Account Locked,17,Resolved,No response,4,No,0
24821,11228,Muskan,CH24821,1/12/2026,Whole Package Missing,7,Resolved,Yes,5,Yes,39
24822,11237,Sona,CH24822,1/21/2026,Account Locked,3,Resolved,Yes,5,Yes,58
24823,11233,Naman,CH24823,1/5/2026,Whole Package Missing,12,Resolved,No response,5,Yes,85
24824,11232,Vivek,CH24824,1/8/2026,Stuck in Shipment,12,Resolved,Yes,5,No,0
24825,11233,Naman,CH24825,1/3/2026,Refund Not Received,13,Escalated,No response,3,No,0
24826,11236,Shakshi,CH24826,1/21/2026,Order Cancelled Issue,18,Escalated,No response,3,No,0
24827,11230,Pawan,CH24827,1/2/2026,Stuck in Shipment,4,Resolved,Yes,4,No,0
24828,11228,Muskan,CH24828,1/4/2026,Unknown Charge,15,Resolved,No,5,Yes,91
24829,11229,Sirisha,CH24829,1/20/2026,Unknown Charge,4,Parked,Not sent,4,No,0
24830,11237,Sona,CH24830,1/9/2026,Order Cancelled Issue,7,Resolved,No response,4,No,0
24831,11227,Godavari,CH24831,1/14/2026,Delivered Not Received,17,Resolved,Yes,4,No,0
24832,11222,Amit,CH24832,1/27/2026,Refund Not Received,21,Parked,Not sent,3,No,0
24833,11226,Akash,CH24833,1/22/2026,Account Locked,25,Resolved,No response,4,Yes,70
24834,11223,Neha,CH24834,1/27/2026,Payment Failed,17,Resolved,No response,4,Yes,94
24835,11224,Jameel,CH24835,1/17/2026,Payment Failed,15,Resolved,Yes,4,No,0
24836,11233,Naman,CH24836,1/19/2026,Delivered Not Received,23,Resolved,No,4,Yes,98
24837,11232,Vivek,CH24837,1/22/2026,Item Missing,12,Resolved,Yes,4,Yes,89
24838,11231,Venkat,CH24838,1/15/2026,Payment Failed,16,Resolved,Yes,4,Yes,37
24839,11228,Muskan,CH24839,1/17/2026,Wrong Amount Charged,13,Resolved,Yes,5,Yes,17
24840,11240,Santosh,CH24840,1/18/2026,Account Locked,10,Parked,Not sent,3,No,0
24841,11222,Amit,CH24841,1/27/2026,Stuck in Shipment,15,Resolved,No,4,No,0
24842,11232,Vivek,CH24842,1/9/2026,Order Cancelled Issue,25,Parked,Not sent,3,No,0
24843,11228,Muskan,CH24843,1/24/2026,Unknown Charge,24,Resolved,Yes,4,Yes,80
24844,11226,Akash,CH24844,1/10/2026,Account Locked,9,Escalated,Yes,3,No,0
24845,11237,Sona,CH24845,1/7/2026,Delivered Not Received,22,Resolved,Yes,5,No,0
24846,11224,Jameel,CH24846,1/7/2026,Account Locked,7,Escalated,No response,1,No,0
24847,11226,Akash,CH24847,1/2/2026,Delivered Not Received,6,Parked,Not sent,3,No,0
24848,11236,Shakshi,CH24848,1/2/2026,Whole Package Missing,12,Escalated,Yes,2,No,0
24849,11222,Amit,CH24849,1/20/2026,Account Locked,12,Parked,Not sent,4,No,0
24850,11228,Muskan,CH24850,1/12/2026,Item Missing,5,Resolved,No,5,Yes,27
24851,11234,Mohan,CH24851,1/17/2026,Account Locked,19,Parked,Not sent,3,No,0
24852,11228,Muskan,CH24852,1/26/2026,Refund Not Received,10,Resolved,No response,4,Yes,54
24853,11224,Jameel,CH24853,1/25/2026,Item Missing,22,Resolved,Yes,4,Yes,76
24854,11233,Naman,CH24854,1/18/2026,Unknown Charge,10,Parked,Not sent,2,No,0
24855,11231,Venkat,CH24855,1/5/2026,Stuck in Shipment,3,Resolved,No response,4,No,0
24856,11238,Shanti,CH24856,1/4/2026,Stuck in Shipment,23,Escalated,Yes,2,No,0
24857,11233,Naman,CH24857,1/6/2026,Item Missing,3,Resolved,Yes,4,Yes,53
24858,11230,Pawan,CH24858,1/4/2026,Account Locked,22,Resolved,Yes,5,Yes,52
24859,11233,Naman,CH24859,1/28/2026,Item Missing,8,Transfer,Not sent,4,No,0
24860,11231,Venkat,CH24860,1/4/2026,Unknown Charge,8,Resolved,Yes,4,Yes,85
24861,11233,Naman,CH24861,1/23/2026,Order Cancelled Issue,20,Resolved,No,4,Yes,75
24862,11228,Muskan,CH24862,1/26/2026,Stuck in Shipment,3,Resolved,No response,4,Yes,31
24863,11231,Venkat,CH24863,1/1/2026,Account Locked,16,Resolved,Yes,5,No,0
24864,11223,Neha,CH24864,1/1/2026,Whole Package Missing,14,Resolved,No,4,Yes,22
24865,11226,Akash,CH24865,1/11/2026,Stuck in Shipment,9,Parked,Not sent,2,No,0
24866,11240,Santosh,CH24866,1/21/2026,Stuck in Shipment,3,Parked,Not sent,4,No,0
24867,11227,Godavari,CH24867,1/27/2026,Refund Not Received,16,Transfer,Not sent,4,No,0
24868,11232,Vivek,CH24868,1/17/2026,Wrong Amount Charged,9,Transfer,Not sent,2,No,0
24869,11234,Mohan,CH24869,1/27/2026,Unknown Charge,14,Resolved,Yes,5,Yes,396
24870,11225,Kareem,CH24870,1/2/2026,Whole Package Missing,24,Resolved,Yes,4,Yes,30
24871,11230,Pawan,CH24871,1/1/2026,Whole Package Missing,15,Parked,Not sent,2,No,0
24872,11221,Anuj,CH24872,1/24/2026,Wrong Amount Charged,17,Resolved,Yes,4,Yes,47
24873,11229,Sirisha,CH24873,1/3/2026,Payment Failed,4,Resolved,Yes,4,No,0
24874,11228,Muskan,CH24874,1/15/2026,Order Cancelled Issue,23,Resolved,No response,4,Yes,34
24875,11223,Neha,CH24875,1/2/2026,Delivered Not Received,8,Parked,Not sent,3,No,0
24876,11232,Vivek,CH24876,1/19/2026,Item Missing,16,Escalated,No response,3,No,0
24877,11235,Kunal,CH24877,1/21/2026,Refund Not Received,11,Resolved,No,4,No,0
24878,11233,Naman,CH24878,1/18/2026,Refund Not Received,8,Resolved,No response,5,Yes,76
24879,11225,Kareem,CH24879,1/15/2026,Delivered Not Received,9,Escalated,No response,3,No,0
24880,11224,Jameel,CH24880,1/26/2026,Whole Package Missing,3,Escalated,Yes,1,No,0
24881,11239,Sameer,CH24881,1/17/2026,Refund Not Received,13,Resolved,No response,5,No,0
24882,11233,Naman,CH24882,1/23/2026,Delivered Not Received,14,Resolved,No response,5,Yes,62
24883,11237,Sona,CH24883,1/12/2026,Whole Package Missing,16,Resolved,Yes,5,Yes,91
24884,11240,Santosh,CH24884,1/8/2026,Stuck in Shipment,15,Transfer,Not sent,3,No,0
24885,11223,Neha,CH24885,1/16/2026,Item Missing,24,Escalated,Yes,2,No,0
24886,11238,Shanti,CH24886,1/22/2026,Unknown Charge,7,Resolved,Yes,5,Yes,70
24887,11236,Shakshi,CH24887,1/14/2026,Account Locked,6,Escalated,No response,1,No,0
24888,11232,Vivek,CH24888,1/16/2026,Whole Package Missing,5,Transfer,Not sent,3,No,0
24889,11227,Godavari,CH24889,1/16/2026,Refund Not Received,22,Transfer,Not sent,4,No,0
24890,11224,Jameel,CH24890,1/18/2026,Stuck in Shipment,4,Transfer,Not sent,4,No,0
24891,11231,Venkat,CH24891,1/4/2026,Payment Failed,8,Escalated,No response,3,No,0
24892,11227,Godavari,CH24892,1/29/2026,Unknown Charge,4,Parked,Not sent,2,No,0
24893,11224,Jameel,CH24893,1/14/2026,Order Cancelled Issue,20,Escalated,No response,3,No,0
24894,11224,Jameel,CH24894,1/10/2026,Payment Failed,18,Resolved,No,5,No,0
24895,11228,Muskan,CH24895,1/11/2026,Order Cancelled Issue,16,Resolved,No response,5,No,0
24896,11236,Shakshi,CH24896,1/20/2026,Unknown Charge,16,Transfer,Not sent,4,No,0
24897,11226,Akash,CH24897,1/23/2026,Refund Not Received,6,Resolved,Yes,4,Yes,101
24898,11222,Amit,CH24898,1/16/2026,Delivered Not Received,18,Escalated,No response,3,No,0
24899,11224,Jameel,CH24899,1/27/2026,Whole Package Missing,23,Escalated,Yes,3,No,0
24900,11225,Kareem,CH24900,1/27/2026,Unknown Charge,4,Resolved,No,4,No,0
24901,11226,Akash,CH24901,1/3/2026,Order Cancelled Issue,18,Resolved,Yes,4,No,0
24902,11236,Shakshi,CH24902,1/29/2026,Order Cancelled Issue,11,Parked,Not sent,4,No,0
24903,11232,Vivek,CH24903,1/12/2026,Delivered Not Received,7,Resolved,Yes,4,Yes,90
24904,11237,Sona,CH24904,1/24/2026,Unknown Charge,12,Parked,Not sent,4,No,0
24905,11222,Amit,CH24905,1/4/2026,Order Cancelled Issue,7,Resolved,Yes,4,Yes,95
24906,11238,Shanti,CH24906,1/10/2026,Stuck in Shipment,6,Resolved,Yes,4,Yes,26
24907,11236,Shakshi,CH24907,1/4/2026,Whole Package Missing,21,Resolved,No response,4,Yes,180
24908,11226,Akash,CH24908,1/28/2026,Payment Failed,21,Resolved,No response,4,Yes,56
24909,11227,Godavari,CH24909,1/1/2026,Account Locked,22,Resolved,Yes,5,No,0
24910,11227,Godavari,CH24910,1/21/2026,Payment Failed,17,Resolved,No response,4,Yes,16
24911,11234,Mohan,CH24911,1/3/2026,Whole Package Missing,3,Escalated,Yes,2,No,0
24912,11221,Anuj,CH24912,1/13/2026,Wrong Amount Charged,14,Parked,Not sent,3,No,0
24913,11240,Santosh,CH24913,1/1/2026,Wrong Amount Charged,10,Resolved,Yes,5,No,0
24914,11237,Sona,CH24914,1/18/2026,Item Missing,14,Escalated,Yes,4,No,0
24915,11225,Kareem,CH24915,1/18/2026,Wrong Amount Charged,25,Resolved,Yes,5,Yes,36
24916,11222,Amit,CH24916,1/10/2026,Stuck in Shipment,24,Resolved,Yes,4,No,0
24917,11238,Shanti,CH24917,1/25/2026,Account Locked,18,Resolved,No response,4,Yes,31
24918,11229,Sirisha,CH24918,1/5/2026,Wrong Amount Charged,23,Parked,Not sent,3,No,0
24919,11232,Vivek,CH24919,1/15/2026,Whole Package Missing,11,Transfer,Not sent,4,No,0
24920,11227,Godavari,CH24920,1/22/2026,Wrong Amount Charged,24,Transfer,Not sent,3,No,0
24921,11232,Vivek,CH24921,1/19/2026,Payment Failed,21,Resolved,No response,4,Yes,79
24922,11224,Jameel,CH24922,1/4/2026,Wrong Amount Charged,19,Resolved,Yes,5,Yes,208
24923,11238,Shanti,CH24923,1/26/2026,Account Locked,25,Resolved,Yes,4,Yes,98
24924,11225,Kareem,CH24924,1/5/2026,Account Locked,5,Resolved,Yes,4,Yes,70
24925,11238,Shanti,CH24925,1/18/2026,Unknown Charge,9,Transfer,Not sent,2,No,0
24926,11223,Neha,CH24926,1/15/2026,Order Cancelled Issue,11,Escalated,No response,2,No,0
24927,11229,Sirisha,CH24927,1/2/2026,Stuck in Shipment,17,Resolved,No,4,Yes,75
24928,11233,Naman,CH24928,1/29/2026,Stuck in Shipment,19,Resolved,No response,5,Yes,262
24929,11238,Shanti,CH24929,1/30/2026,Wrong Amount Charged,13,Parked,Not sent,2,No,0
24930,11227,Godavari,CH24930,1/14/2026,Refund Not Received,25,Resolved,Yes,5,Yes,13
24931,11234,Mohan,CH24931,1/4/2026,Delivered Not Received,21,Parked,Not sent,4,No,0
24932,11230,Pawan,CH24932,1/14/2026,Account Locked,9,Escalated,No response,3,No,0
24933,11235,Kunal,CH24933,1/24/2026,Account Locked,22,Resolved,No,5,Yes,30
24934,11240,Santosh,CH24934,1/15/2026,Payment Failed,21,Resolved,No response,4,Yes,31
24935,11225,Kareem,CH24935,1/12/2026,Order Cancelled Issue,13,Escalated,No response,3,No,0
24936,11225,Kareem,CH24936,1/7/2026,Delivered Not Received,3,Resolved,No response,5,No,0
24937,11222,Amit,CH24937,1/3/2026,Order Cancelled Issue,21,Resolved,Yes,4,Yes,53
24938,11233,Naman,CH24938,1/16/2026,Unknown Charge,19,Resolved,Yes,4,Yes,33
24939,11234,Mohan,CH24939,1/5/2026,Account Locked,12,Resolved,Yes,4,Yes,49
24940,11230,Pawan,CH24940,1/25/2026,Order Cancelled Issue,24,Resolved,Yes,5,Yes,155
24941,11239,Sameer,CH24941,1/3/2026,Wrong Amount Charged,18,Resolved,No response,5,No,0
24942,11240,Santosh,CH24942,1/1/2026,Wrong Amount Charged,16,Resolved,No response,5,Yes,78
24943,11222,Amit,CH24943,1/2/2026,Item Missing,24,Transfer,Not sent,2,No,0
24944,11230,Pawan,CH24944,1/7/2026,Unknown Charge,4,Parked,Not sent,3,No,0
24945,11233,Naman,CH24945,1/9/2026,Unknown Charge,9,Transfer,Not sent,3,No,0
24946,11234,Mohan,CH24946,1/7/2026,Order Cancelled Issue,12,Parked,Not sent,3,No,0
24947,11239,Sameer,CH24947,1/12/2026,Payment Failed,20,Resolved,No response,5,Yes,489
24948,11233,Naman,CH24948,1/4/2026,Stuck in Shipment,14,Parked,Not sent,2,No,0
24949,11227,Godavari,CH24949,1/22/2026,Order Cancelled Issue,14,Parked,Not sent,2,No,0
24950,11233,Naman,CH24950,1/13/2026,Item Missing,14,Parked,Not sent,2,No,0
24951,11230,Pawan,CH24951,1/7/2026,Refund Not Received,11,Parked,Not sent,2,No,0
24952,11231,Venkat,CH24952,1/24/2026,Payment Failed,14,Resolved,No,4,Yes,10
24953,11228,Muskan,CH24953,1/18/2026,Wrong Amount Charged,10,Resolved,Yes,5,Yes,22
24954,11236,Shakshi,CH24954,1/21/2026,Order Cancelled Issue,11,Resolved,No,4,Yes,47
24955,11228,Muskan,CH24955,1/2/2026,Payment Failed,13,Resolved,No,5,Yes,11
24956,11229,Sirisha,CH24956,1/15/2026,Whole Package Missing,8,Resolved,No,5,Yes,61
24957,11225,Kareem,CH24957,1/27/2026,Wrong Amount Charged,24,Resolved,Yes,5,Yes,95
24958,11234,Mohan,CH24958,1/20/2026,Order Cancelled Issue,3,Resolved,Yes,4,Yes,39
24959,11223,Neha,CH24959,1/22/2026,Item Missing,7,Parked,Not sent,4,No,0
24960,11240,Santosh,CH24960,1/25/2026,Delivered Not Received,14,Resolved,Yes,4,Yes,348
24961,11221,Anuj,CH24961,1/27/2026,Order Cancelled Issue,8,Resolved,Yes,5,Yes,177
24962,11223,Neha,CH24962,1/6/2026,Account Locked,12,Resolved,No response,4,Yes,27
24963,11234,Mohan,CH24963,1/15/2026,Account Locked,20,Resolved,No response,4,Yes,56
24964,11222,Amit,CH24964,1/29/2026,Payment Failed,9,Parked,Not sent,3,No,0
24965,11232,Vivek,CH24965,1/8/2026,Unknown Charge,23,Resolved,Yes,5,No,0
24966,11227,Godavari,CH24966,1/27/2026,Wrong Amount Charged,19,Transfer,Not sent,3,No,0
24967,11221,Anuj,CH24967,1/10/2026,Stuck in Shipment,17,Parked,Not sent,4,No,0
24968,11234,Mohan,CH24968,1/10/2026,Item Missing,23,Resolved,No response,5,Yes,90
24969,11235,Kunal,CH24969,1/25/2026,Account Locked,22,Resolved,No response,4,Yes,16
24970,11230,Pawan,CH24970,1/22/2026,Unknown Charge,20,Resolved,No,4,No,0
24971,11231,Venkat,CH24971,1/17/2026,Item Missing,4,Resolved,Yes,5,Yes,65
24972,11227,Godavari,CH24972,1/7/2026,Item Missing,4,Parked,Not sent,4,No,0
24973,11237,Sona,CH24973,1/1/2026,Account Locked,4,Resolved,No response,5,Yes,65
24974,11240,Santosh,CH24974,1/18/2026,Refund Not Received,9,Parked,Not sent,4,No,0
24975,11221,Anuj,CH24975,1/18/2026,Account Locked,18,Resolved,No response,4,Yes,10
24976,11225,Kareem,CH24976,1/2/2026,Delivered Not Received,25,Transfer,Not sent,3,No,0
24977,11232,Vivek,CH24977,1/30/2026,Delivered Not Received,8,Transfer,Not sent,3,No,0
24978,11223,Neha,CH24978,1/5/2026,Item Missing,10,Parked,Not sent,4,No,0
24979,11222,Amit,CH24979,1/4/2026,Order Cancelled Issue,20,Resolved,No response,4,No,0
24980,11226,Akash,CH24980,1/18/2026,Delivered Not Received,5,Resolved,No response,5,Yes,13
24981,11236,Shakshi,CH24981,1/27/2026,Order Cancelled Issue,17,Resolved,Yes,5,Yes,99
24982,11234,Mohan,CH24982,1/22/2026,Whole Package Missing,18,Resolved,No response,5,Yes,18
24983,11240,Santosh,CH24983,1/6/2026,Account Locked,23,Parked,Not sent,2,No,0
24984,11227,Godavari,CH24984,1/18/2026,Whole Package Missing,5,Parked,Not sent,4,No,0
24985,11222,Amit,CH24985,1/3/2026,Refund Not Received,11,Resolved,Yes,4,Yes,47
24986,11237,Sona,CH24986,1/18/2026,Order Cancelled Issue,17,Resolved,No response,4,Yes,89
24987,11239,Sameer,CH24987,1/6/2026,Stuck in Shipment,23,Resolved,Yes,4,Yes,129
24988,11222,Amit,CH24988,1/8/2026,Stuck in Shipment,15,Escalated,No response,2,No,0
24989,11223,Neha,CH24989,1/3/2026,Item Missing,7,Resolved,No,4,Yes,32
24990,11237,Sona,CH24990,1/15/2026,Payment Failed,23,Resolved,Yes,4,No,0
24991,11233,Naman,CH24991,1/25/2026,Stuck in Shipment,13,Transfer,Not sent,3,No,0
24992,11228,Muskan,CH24992,1/21/2026,Delivered Not Received,14,Resolved,No response,4,No,0
24993,11239,Sameer,CH24993,1/22/2026,Wrong Amount Charged,10,Transfer,Not sent,2,No,0
24994,11228,Muskan,CH24994,1/12/2026,Stuck in Shipment,11,Parked,Not sent,3,No,0
